"","from","to","total","currentPage","totalPages","queryTime","totalTime","partial","canonicalUrl","reviews.id","reviews.sku","reviews.rating"
"82",1,100,103,1,2,"0.005","0.025",FALSE,"/v1/reviews(sku=7623383)?show=id,sku,rating&format=json&apiKey=e5rfu7vtshnqqxfrtsmnefqm",38977740,7623383,5
"83",1,100,103,1,2,"0.005","0.025",FALSE,"/v1/reviews(sku=7623383)?show=id,sku,rating&format=json&apiKey=e5rfu7vtshnqqxfrtsmnefqm",38894407,7623383,5
"84",1,100,103,1,2,"0.005","0.025",FALSE,"/v1/reviews(sku=7623383)?show=id,sku,rating&format=json&apiKey=e5rfu7vtshnqqxfrtsmnefqm",38624965,7623383,5
"85",1,100,103,1,2,"0.005","0.025",FALSE,"/v1/reviews(sku=7623383)?show=id,sku,rating&format=json&apiKey=e5rfu7vtshnqqxfrtsmnefqm",38611595,7623383,5
"86",1,100,103,1,2,"0.005","0.025",FALSE,"/v1/reviews(sku=7623383)?show=id,sku,rating&format=json&apiKey=e5rfu7vtshnqqxfrtsmnefqm",38598090,7623383,5
"87",1,100,103,1,2,"0.005","0.025",FALSE,"/v1/reviews(sku=7623383)?show=id,sku,rating&format=json&apiKey=e5rfu7vtshnqqxfrtsmnefqm",38594893,7623383,5
"88",1,100,103,1,2,"0.005","0.025",FALSE,"/v1/reviews(sku=7623383)?show=id,sku,rating&format=json&apiKey=e5rfu7vtshnqqxfrtsmnefqm",38573721,7623383,5
"89",1,100,103,1,2,"0.005","0.025",FALSE,"/v1/reviews(sku=7623383)?show=id,sku,rating&format=json&apiKey=e5rfu7vtshnqqxfrtsmnefqm",38570936,7623383,4
"90",1,100,103,1,2,"0.005","0.025",FALSE,"/v1/reviews(sku=7623383)?show=id,sku,rating&format=json&apiKey=e5rfu7vtshnqqxfrtsmnefqm",38570396,7623383,5
"91",1,100,103,1,2,"0.005","0.025",FALSE,"/v1/reviews(sku=7623383)?show=id,sku,rating&format=json&apiKey=e5rfu7vtshnqqxfrtsmnefqm",38568346,7623383,4
"92",1,100,103,1,2,"0.005","0.025",FALSE,"/v1/reviews(sku=7623383)?show=id,sku,rating&format=json&apiKey=e5rfu7vtshnqqxfrtsmnefqm",38565520,7623383,4
"93",1,100,103,1,2,"0.005","0.025",FALSE,"/v1/reviews(sku=7623383)?show=id,sku,rating&format=json&apiKey=e5rfu7vtshnqqxfrtsmnefqm",38361808,7623383,5
"94",1,100,103,1,2,"0.005","0.025",FALSE,"/v1/reviews(sku=7623383)?show=id,sku,rating&format=json&apiKey=e5rfu7vtshnqqxfrtsmnefqm",38330892,7623383,1
"95",1,100,103,1,2,"0.005","0.025",FALSE,"/v1/reviews(sku=7623383)?show=id,sku,rating&format=json&apiKey=e5rfu7vtshnqqxfrtsmnefqm",38324307,7623383,5
"96",1,100,103,1,2,"0.005","0.025",FALSE,"/v1/reviews(sku=7623383)?show=id,sku,rating&format=json&apiKey=e5rfu7vtshnqqxfrtsmnefqm",38311981,7623383,5
"97",1,100,103,1,2,"0.005","0.025",FALSE,"/v1/reviews(sku=7623383)?show=id,sku,rating&format=json&apiKey=e5rfu7vtshnqqxfrtsmnefqm",37719213,7623383,4
"98",1,100,103,1,2,"0.005","0.025",FALSE,"/v1/reviews(sku=7623383)?show=id,sku,rating&format=json&apiKey=e5rfu7vtshnqqxfrtsmnefqm",37498949,7623383,5
"99",1,100,103,1,2,"0.005","0.025",FALSE,"/v1/reviews(sku=7623383)?show=id,sku,rating&format=json&apiKey=e5rfu7vtshnqqxfrtsmnefqm",37475629,7623383,5
"100",1,100,103,1,2,"0.005","0.025",FALSE,"/v1/reviews(sku=7623383)?show=id,sku,rating&format=json&apiKey=e5rfu7vtshnqqxfrtsmnefqm",37422861,7623383,4
